District,District_ID,District_Ward,geometry,Area,Region,Population,Constituency,centroid,ward_immigrant,ward_localists,Winning_Perspective
Slothwood,10,Ward 27,"POLYGON ((3370 -295, 3348 -295, 3342.5 -295, 3331.5 -295, 3331.5 -292.12, 3331.5 -289.25, 3331.5 -286.38, 3334.25 -286.38, 3337 -286.38, 3339.75 -286.38, 3342.5 -286.38, 3342.5 -283.5, 3348 -283.5, 3348 -277.75, 3348 -272, 3353.5 -272, 3370 -272, 3370 -283.5, 3370 -295))",10.350203,Highland,27036,Slothwood Corner,"(3354.5490723869475, -285.0742968361769)",Medium Density Immigrants,,Vote: Left_MR
Slothwood,11,Ward 26,"POLYGON ((3348 -269.25, 3348 -266.5, 3342.5 -266.5, 3342.5 -261, 3342.5 -258.25, 3342.5 -255.5, 3337 -255.5, 3337 -250, 3348 -250, 3359 -250, 3370 -250, 3370 -272, 3353.5 -272, 3348 -272, 3348 -269.25))",9.429537,Highland,21908,Slothwood Corner,"(3355.975, -260.175)",Medium Density Immigrants,,Vote_MR
Slothwood,12,Ward 36,"POLYGON ((3304 -295, 3260 -295, 3238 -295, 3238 -283.5, 3227 -283.5, 3227 -277.75, 3227 -272, 3227 -269.25, 3227 -266.5, 3232.5 -266.5, 3238 -266.5, 3238 -250, 3260 -250, 3281 -250, 3293 -250, 3304 -250, 3304 -252.75, 3304 -272, 3304 -283.5, 3304 -295))",49.205035,Highland,20981,Slothwood Corner,"(3268.7195121951218, -272.64808362369337)",Medium Density Immigrants,,Vote: Left_MR
Slothwood,13,Ward 3,"POLYGON ((3348 -244.75, 3348 -236.88, 3348 -229, 3359 -229, 3370 -229, 3381 -229, 3381 -244.75, 3381 -250, 3370 -250, 3359 -250, 3348 -250, 3337 -250, 3337 -244.75, 3348 -244.75))",11.701196,Highland,28228,Slothwood Corner,"(3362.8076923076924, -240.10576923076923)",,,Head to Head
Slothwood,14,Ward 25,"POLYGON ((3216 -302.75, 3238 -302.75, 3238 -295, 3260 -295, 3304 -295, 3304 -283.5, 3317.75 -283.5, 3317.75 -286.38, 3317.75 -289.25, 3315 -289.25, 3315 -295, 3326 -295, 3331.5 -295, 3342.5 -295, 3348 -295, 3370 -295, 3392 -295, 3392 -326, 3392 -357, 3348 -357, 3304 -357, 3260 -357, 3216 -357, 3216 -326, 3216 -302.75))",169.635215,Highland,22088,Slothwood Corner,"(3305.2881450950667, -325.9402201377045)",Medium Density Immigrants,,Head to Head
Slothwood,15,Ward 21,"POLYGON ((3281 -218, 3281 -207, 3286.75 -207, 3292.5 -207, 3292.5 -212.5, 3286.75 -212.5, 3286.75 -218, 3286.75 -222.98, 3293 -222.98, 3298.25 -222.98, 3298.25 -218, 3301.12 -218, 3304 -218, 3304 -229, 3293 -229, 3281 -229, 3281 -218))",4.529373,Highland,19887,Slothwood Corner,"(3290.309903047091, -220.2027028096557)",High Density Immigrants,,Vote_MR
Slothwood,16,Ward 20,"POLYGON ((3298.25 -222.98, 3293 -222.98, 3286.75 -222.98, 3286.75 -218, 3286.75 -212.5, 3292.5 -212.5, 3298.25 -212.5, 3298.25 -215.25, 3298.25 -218, 3298.25 -222.98))",1.878425,Highland,21783,Slothwood Corner,"(3292.5, -217.74)",High Density Immigrants,,Vote_MR
Slothwood,17,Ward 19,"POLYGON ((3306.75 -218, 3304 -218, 3301.12 -218, 3298.25 -218, 3298.25 -215.25, 3298.25 -212.5, 3292.5 -212.5, 3292.5 -207, 3298.25 -207, 3304 -207, 3309.5 -207, 3317.75 -207, 3326 -207, 3326 -218, 3315 -218, 3309.5 -218, 3306.75 -218))",5.250538,Highland,20590,Slothwood Corner,"(3310.5525510204084, -212.2418367346939)",Medium Density Immigrants,,Vote_MR
Slothwood,18,Ward 17,"POLYGON ((3293 -229, 3304 -229, 3304 -239.5, 3293 -239.5, 3281 -239.5, 3281 -250, 3260 -250, 3238 -250, 3238 -239, 3238 -228, 3238 -217.5, 3238 -207, 3249 -207, 3281 -207, 3281 -218, 3281 -229, 3293 -229))",32.582554,Highland,22954,Slothwood Corner,"(3263.3122458741927, -229.16425496292752)",Medium Density Immigrants,,Head to Head
Slothwood,19,Ward 7,"POLYGON ((3292.5 -207, 3286.75 -207, 3286.75 -201.25, 3286.75 -195.5, 3289.62 -195.5, 3292.5 -195.5, 3295.38 -195.5, 3298.25 -195.5, 3304 -195.5, 3309.5 -195.5, 3309.5 -201.25, 3309.5 -207, 3304 -207, 3298.25 -207, 3292.5 -207))",4.077691,Highland,24928,Slothwood Corner,"(3298.125, -201.25)",High Density Immigrants,,Vote_MR
Slothwood,20,Ward 4,"POLYGON ((3348 -207, 3326 -207, 3317.75 -207, 3309.5 -207, 3309.5 -201.25, 3309.5 -195.5, 3309.5 -189.75, 3315 -189.75, 3315 -192.62, 3326 -192.62, 3337 -192.62, 3337 -189.75, 3337 -184, 3348 -184, 3348 -189.75, 3348 -201.25, 3348 -207))",10.352774,Highland,23166,Slothwood Corner,"(3330.3207129253956, -197.96340109298666)",Low Density Immigrants,,Head to Head
Slothwood,21,Ward 5,"POLYGON ((3309.5 -195.5, 3304 -195.5, 3298.25 -195.5, 3295.38 -195.5, 3292.5 -195.5, 3289.62 -195.5, 3286.75 -195.5, 3286.75 -192.62, 3286.75 -189.75, 3289.62 -189.75, 3289.62 -186.88, 3292.5 -186.88, 3295.38 -186.88, 3298.25 -186.88, 3298.25 -184, 3304 -184, 3309.5 -184, 3315 -184, 3337 -184, 3337 -189.75, 3337 -192.62, 3326 -192.62, 3315 -192.62, 3315 -189.75, 3309.5 -189.75, 3309.5 -195.5))",6.881739,Highland,26859,Slothwood Corner,"(3311.716490447715, -189.2756611033238)",High Density Immigrants,,Vote_MR
Slothwood,22,Ward 2,"POLYGON ((3381 -244.75, 3381 -229, 3370 -229, 3359 -229, 3348 -229, 3348 -207, 3348 -201.25, 3348 -189.75, 3348 -184, 3370 -184, 3392 -184, 3392 -195.5, 3392 -207, 3392 -250, 3381 -250, 3381 -244.75))",34.46067,Highland,22559,Slothwood Corner,"(3371.723880597015, -209.94776119402985)",,,Head to Head
Slothwood,23,Ward 38,"POLYGON ((3227 -261, 3224.25 -261, 3221.5 -261, 3216 -261, 3216 -255.5, 3216 -250, 3227 -250, 3238 -250, 3238 -266.5, 3232.5 -266.5, 3227 -266.5, 3227 -261))",4.714769,Highland,25177,Slothwood Corner,"(3228.1, -257.15)",High Density Immigrants,,Vote: MR_R
Slothwood,24,Ward 6,"POLYGON ((3275.75 -195.5, 3270.5 -195.5, 3260 -195.5, 3260 -189.75, 3260 -184, 3281 -184, 3283.88 -184, 3289.62 -184, 3295.38 -184, 3298.25 -184, 3298.25 -186.88, 3295.38 -186.88, 3292.5 -186.88, 3289.62 -186.88, 3289.62 -189.75, 3286.75 -189.75, 3286.75 -192.62, 3286.75 -195.5, 3281 -195.5, 3275.75 -195.5))",5.439233,Highland,26958,Slothwood Corner,"(3275.5396064996485, -189.30709120874172)",Medium Density Immigrants,,Vote: Left_MR
Slothwood,25,Ward 37,"POLYGON ((3216 -295, 3216 -283.5, 3216 -277.75, 3210.5 -277.75, 3205 -277.75, 3205 -274.88, 3205 -272, 3210.5 -272, 3216 -272, 3218.75 -272, 3221.5 -272, 3224.25 -272, 3227 -272, 3227 -277.75, 3227 -283.5, 3238 -283.5, 3238 -295, 3238 -302.75, 3216 -302.75, 3216 -295))",9.558121,Highland,21952,Slothwood Corner,"(3224.163677130045, -288.07118834080717)",Low Density Immigrants,,Head to Head
Slothwood,26,Ward 9,"POLYGON ((3270.5 -195.5, 3275.75 -195.5, 3281 -195.5, 3286.75 -195.5, 3286.75 -201.25, 3286.75 -207, 3281 -207, 3249 -207, 3238 -207, 3238 -201.25, 3227 -201.25, 3227 -195.5, 3221.5 -195.5, 3221.5 -189.75, 3221.5 -184, 3227 -184, 3232.5 -184, 3232.5 -186.88, 3232.5 -189.75, 3232.5 -195.5, 3238 -195.5, 3243.5 -195.5, 3249 -195.5, 3260 -195.5, 3270.5 -195.5))",11.695354,Highland,28143,Slothwood Corner,"(3253.8931992337166, -199.06896551724134)",Low Density Immigrants,,Vote_MR
Slothwood,27,Ward 39,"POLYGON ((3227 -272, 3224.25 -272, 3221.5 -272, 3218.75 -272, 3216 -272, 3216 -269.25, 3216 -266.5, 3216 -263.75, 3216 -261, 3221.5 -261, 3224.25 -261, 3227 -261, 3227 -266.5, 3227 -269.25, 3227 -272))",1.885905,Highland,21704,Slothwood Corner,"(3221.5, -266.5)",Medium Density Immigrants,,Vote: MR_R
Slothwood,28,Ward 8,"POLYGON ((3232.5 -186.88, 3232.5 -184, 3238 -184, 3243.5 -184, 3249 -184, 3254.5 -184, 3260 -184, 3260 -189.75, 3260 -195.5, 3249 -195.5, 3243.5 -195.5, 3238 -195.5, 3232.5 -195.5, 3232.5 -189.75, 3232.5 -186.88))",4.929078,Highland,26808,Slothwood Corner,"(3246.25, -189.75)",High Density Immigrants,,Vote_MR
Slothwood,29,Ward 40,"POLYGON ((3202.25 -272, 3199.5 -272, 3199.5 -266.5, 3194 -266.5, 3191.25 -266.5, 3188.5 -266.5, 3188.5 -263.75, 3188.5 -261, 3199.5 -261, 3210.5 -261, 3216 -261, 3216 -263.75, 3216 -266.5, 3216 -269.25, 3216 -272, 3210.5 -272, 3205 -272, 3202.25 -272))",3.771814,Highland,23600,Slothwood Corner,"(3204.3125, -265.8125)",High Density Immigrants,,Vote: Left_MR
Slothwood,30,Ward 24,"POLYGON ((3177.5 -283.5, 3183 -283.5, 3183 -277.75, 3188.5 -277.75, 3191.25 -277.75, 3194 -277.75, 3198.12 -277.75, 3199.5 -277.75, 3200.88 -277.75, 3205 -277.75, 3210.5 -277.75, 3216 -277.75, 3216 -283.5, 3216 -295, 3194 -295, 3172 -295, 3172 -289.25, 3177.5 -289.25, 3177.5 -283.5))",10.35106,Highland,25455,Slothwood Corner,"(3196.4880952380954, -286.92261904761904)",High Density Immigrants,,Vote: Left_MR
Slothwood,31,Ward 42,"POLYGON ((3188.5 -274.88, 3183 -274.88, 3183 -272, 3183 -269.25, 3183 -266.5, 3185.75 -266.5, 3188.5 -266.5, 3191.25 -266.5, 3194 -266.5, 3199.5 -266.5, 3199.5 -272, 3202.25 -272, 3205 -272, 3205 -274.88, 3205 -277.75, 3200.88 -277.75, 3199.5 -277.75, 3198.12 -277.75, 3194 -277.75, 3191.25 -277.75, 3188.5 -277.75, 3188.5 -274.88))",3.140034,Highland,27143,Slothwood Corner,"(3193.4076576576576, -272.22839066339066)",High Density Immigrants,,Vote: MR_R
Slothwood,32,Ward 22,"POLYGON ((3216 -261, 3210.5 -261, 3199.5 -261, 3188.5 -261, 3177.5 -261, 3177.5 -255.5, 3172 -255.5, 3163.75 -255.5, 3161 -255.5, 3161 -250, 3161 -244.5, 3172 -244.5, 3172 -250, 3188.5 -250, 3194 -250, 3199.5 -250, 3216 -250, 3216 -255.5, 3216 -261))",8.95806,Highland,27881,Slothwood Corner,"(3189.2236842105262, -254.19736842105263)",Medium Density Immigrants,,Vote: Left_MR
Slothwood,33,Ward 16,"POLYGON ((3188.5 -250, 3172 -250, 3172 -244.5, 3161 -244.5, 3161 -250, 3150 -250, 3150 -228, 3150 -207, 3172 -207, 3194 -207, 3216 -207, 3238 -207, 3238 -217.5, 3238 -228, 3238 -239, 3238 -250, 3227 -250, 3216 -250, 3199.5 -250, 3194 -250, 3188.5 -250))",58.034511,Highland,21076,Slothwood Corner,"(3194.44682422452, -228.1953471196455)",,,Head to Head
Slothwood,34,Ward 23,"POLYGON ((3166.5 -272, 3169.25 -272, 3172 -272, 3172 -269.25, 3174.75 -269.25, 3177.5 -269.25, 3183 -269.25, 3183 -272, 3183 -274.88, 3188.5 -274.88, 3188.5 -277.75, 3183 -277.75, 3183 -283.5, 3177.5 -283.5, 3172 -283.5, 3169.25 -283.5, 3166.5 -283.5, 3166.5 -277.75, 3166.5 -272))",3.674946,Highland,25967,Slothwood Corner,"(3175.83922323303, -276.7398308840681)",High Density Immigrants,,Vote: Left_MR
Slothwood,35,Ward 15,"POLYGON ((3169.25 -266.5, 3166.5 -266.5, 3161 -266.5, 3161 -261, 3161 -255.5, 3163.75 -255.5, 3172 -255.5, 3177.5 -255.5, 3177.5 -261, 3188.5 -261, 3188.5 -263.75, 3188.5 -266.5, 3185.75 -266.5, 3183 -266.5, 3183 -269.25, 3177.5 -269.25, 3174.75 -269.25, 3174.75 -266.5, 3172 -266.5, 3169.25 -266.5))",4.125421,Highland,27568,Slothwood Corner,"(3173.217857142857, -262.21785714285716)",High Density Immigrants,,Vote: MR_R
Slothwood,36,Ward 10,"POLYGON ((3227 -195.5, 3227 -201.25, 3238 -201.25, 3238 -207, 3216 -207, 3194 -207, 3172 -207, 3150 -207, 3150 -200.5, 3150 -184, 3172 -184, 3194 -184, 3216 -184, 3221.5 -184, 3221.5 -189.75, 3221.5 -195.5, 3227 -195.5))",27.602825,Highland,19387,Slothwood Corner,"(3188.7946428571427, -196.01339285714286)",,,Head to Head
Slothwood,37,Ward 1,"POLYGON ((3370 -295, 3370 -283.5, 3370 -272, 3370 -250, 3381 -250, 3392 -250, 3392 -207, 3392 -195.5, 3392 -184, 3431.25 -184, 3549 -184, 3549 -250, 3549 -295, 3549 -357, 3392 -357, 3392 -326, 3392 -295, 3370 -295))",438.761784,Highland,21702,Slothwood Corner,"(3467.3525096799403, -270.5703349792192)",Medium Density Immigrants,,Head to Head
Slothwood,38,Ward 13,"POLYGON ((3150 -283.5, 3150 -272, 3155.5 -272, 3166.5 -272, 3166.5 -277.75, 3166.5 -283.5, 3169.25 -283.5, 3172 -283.5, 3177.5 -283.5, 3177.5 -289.25, 3172 -289.25, 3172 -295, 3172 -302.75, 3172 -310.5, 3150 -310.5, 3150 -295, 3150 -283.5))",12.708444,Highland,22013,Slothwood Corner,"(3160.8933389544686, -292.1081365935919)",High Density Immigrants,,Vote: Left_MR
Slothwood,39,Ward 14,"POLYGON ((3169.25 -266.5, 3172 -266.5, 3174.75 -266.5, 3174.75 -269.25, 3172 -269.25, 3172 -272, 3169.25 -272, 3166.5 -272, 3155.5 -272, 3150 -272, 3150 -250, 3161 -250, 3161 -255.5, 3161 -261, 3161 -266.5, 3166.5 -266.5, 3169.25 -266.5))",4.832636,Highland,20972,Slothwood Corner,"(3158.0823170731705, -262.7774390243902)",Low Density Immigrants,,Head to Head
Slothwood,40,Ward 12,"POLYGON ((3084 -295, 3084 -272, 3084 -228, 3117 -228, 3117 -206, 3117 -200.5, 3133.5 -200.5, 3150 -200.5, 3150 -207, 3150 -228, 3150 -250, 3150 -272, 3150 -283.5, 3150 -295, 3150 -310.5, 3172 -310.5, 3172 -302.75, 3172 -295, 3194 -295, 3216 -295, 3216 -302.75, 3216 -326, 3216 -357, 3150 -357, 3084 -357, 3084 -326, 3084 -295))",205.306725,Highland,26788,Slothwood Corner,"(3137.5004175365343, -297.2504175365344)",Medium Density Immigrants,,Vote: MR_R
Slothwood,41,Ward 11,"POLYGON ((3084 -184, 3106 -184, 3117 -184, 3125.25 -184, 3133.5 -184, 3150 -184, 3150 -200.5, 3133.5 -200.5, 3117 -200.5, 3117 -206, 3117 -228, 3084 -228, 3084 -206, 3084 -184))",31.117469,Highland,23383,Slothwood Corner,"(3109.5, -202.25)",,,Head to Head
Southwest Almouth and Jackenville,1,Ward 25,"POLYGON ((3095.76 1071.33, 3095.37 1071.23, 3095 1071.17, 3094.27 1071.05, 3092.64 1070.69, 3091.19 1070.2, 3091.14 1070.44, 3090.93 1071.11, 3090.66 1071.67, 3090.61 1071.78, 3090.23 1071.49, 3089.72 1071.27, 3089.2 1070.93, 3089.1 1070.9, 3088.82 1070.79, 3088.8 1070.35, 3088.56 1070, 3088.61 1069.85, 3088.65 1069.71, 3088.25 1069.61, 3087.85 1069.46, 3087.44 1069.37, 3086.75 1069.31, 3086.31 1069.27, 3085.78 1069.04, 3085.79 1068.66, 3085.79 1068.58, 3085.8 1068.2, 3085.81 1067.92, 3085.62 1067.94, 3085.66 1067.11, 3085.7 1067, 3085.78 1066.79, 3086.11 1066.14, 3086.69 1065.57, 3087 1065.25, 3087.14 1065.12, 3087.79 1064.53, 3087.59 1064.38, 3087.27 1064.18, 3086.96 1063.97, 3086.47 1063.65, 3086.06 1063.51, 3085.65 1063.4, 3085.25 1063.27, 3085.03 1063.22, 3084.81 1063.16, 3084.22 1062.99, 3084.08 1062.95, 3084 1062.94, 3084 1078.63, 3084 1092, 3086.15 1092, 3085.85 1092.37, 3085.77 1092.48, 3085.59 1092.69, 3085.38 1093.03, 3085.3 1093.19, 3085.22 1093.36, 3085.02 1093.8, 3084.94 1094.24, 3084.82 1094.76, 3084.74 1095.35, 3084.71 1095.76, 3084.68 1096.29, 3084.67 1096.68, 3084.64 1097.13, 3084.65 1097.69, 3084.6 1098.26, 3084.52 1098.65, 3084.34 1099.22, 3084.19 1101.01, 3084.08 1101.02, 3084 1101.02, 3084 1101.65, 3084 1109.8, 3084 1109.97, 3083.57 1110.03, 3083.53 1110.03, 3083.45 1110.05, 3083.41 1110.05, 3082.7 1110.16, 3082.08 1110.25, 3081.28 1110.37, 3081.1457 1110.39, 3080.81 1110.44, 3080.67 1110.46, 3080.64 1111.07, 3080.54 1111.59, 3080.37 1112.29, 3080.3 1112.66, 3080.18 1113.36, 3080.6 1113.43, 3081.26 1113.84, 3081.71 1114.17, 3082.24 1114.51, 3082.62 1114.72, 3083.36 1115.01, 3083.8 1115.16, 3084 1115.23, 3084.17 1115.29, 3084.67 1115.53, 3085.31 1115.87, 3085.63 1116.05, 3086.73 1116.62, 3087.53 1116.85, 3088.48 1116.93, 3089.59 1116.91, 3090.28 1117.05, 3090.28 1117.06, 3090.93 1117.37, 3091.56 1117.55, 3091.69 1117.56, 3092.47 1117.61, 3092.91 1117.63, 3093.09 1117.7, 3093.33 1117.61, 3093.66 1117.08, 3093.91 1116.76, 3094.18 1116.47, 3094.73 1116.04, 3095.55 1115.53, 3096.19 1115, 3096.39 1114.58, 3096.57 1114.21, 3096.77 1113.82, 3096.81 1113.73, 3096.87 1113.43, 3096.88 1113.39, 3096.98 1112.79, 3097.08 1112.2, 3097.18 1111.52, 3097.6 1111.33, 3098.23 1111.08, 3098.47 1111.02, 3099.21 1111, 3099.91 1111.03, 3100.4 1111.03, 3100.97 1111.02, 3101.34 1111.05, 3101.54 1111.07, 3101.94 1111.15, 3102.59 1111.39, 3103.26 1111.49, 3103.68 1111.45, 3104.04 1111.39, 3104.52 1111.33, 3105.12 1111.24, 3105.88 1111.2, 3107.12 1111.2, 3107.59 1111.27, 3107.86 1111.29, 3107.82 1111.48, 3108.38 1111.69, 3108.76 1111.88, 3109.29 1112.09, 3110.11 1112.37, 3110.48 1112.5, 3110.84 1112.5, 3111.5 1112.7, 3111.5 1112.73, 3112.13 1112.68, 3112.17 1112.5, 3111.96 1112.34, 3112.35 1112.29, 3112.75 1112.2, 3112.76 1112.19, 3113.4 1111.91, 3113.99 1111.87, 3114.41 1111.92, 3114.84 1111.99, 3114.9 1111.98, 3114.91 1111.97, 3115.33 1111.82, 3115.51 1112.09, 3116.18 1112.06, 3116.75 1111.91, 3116.97 1111.79, 3118.32 1111.1, 3118.65 1110.93, 3118.66 1110.93, 3119 1110.8, 3119.03 1110.6, 3119.34 1110.39, 3119.6 1109.76, 3119.9 1109.49, 3120.46 1109.08, 3121 1108.43, 3121.16 1107.96, 3121.17 1107.94, 3121.17 1107.92, 3121.3 1107.36, 3121.41 1106.96, 3121.68 1106.25, 3121.97 1105.83, 3122.09 1105.67, 3122.36 1105.35, 3122.62 1105.03, 3122.78 1104.82, 3122.96 1104.34, 3123.01 1103.91, 3123.03 1103.82, 3122.99 1103.61, 3123.01 1103.17, 3123.28 1102.75, 3123.51 1102.51, 3123.61 1101.84, 3123.72 1101.38, 3123.74 1101.27, 3123.77 1101.16, 3123.86 1100.75, 3123.93 1100.24, 3123.97 1099.85, 3124.01 1099.19, 3123.94 1098.95, 3123.87 1098.69, 3123.68 1098.01, 3123.8 1097.49, 3123.97 1096.97, 3124.18 1096.36, 3124.43 1095.6, 3123.97 1095.45, 3123.8 1095.39, 3123.05 1095.15, 3122.7 1095.04, 3122.5 1094.97, 3121.91 1094.85, 3121.61 1094.78, 3121.13 1094.68, 3120.65 1094.57, 3120.32 1094.5, 3120.17 1094.47, 3119.89 1094.4, 3119.37 1094.28, 3119.35 1094.27, 3118.54 1094.09, 3118.24 1094.02, 3117.85 1093.66, 3117.66 1093.44, 3117.34 1093.19, 3117.29 1093.16, 3116.93 1093.17, 3116.65 1093.22, 3117.01 1092.85, 3117.08 1092.45, 3117.19 1092, 3117.27 1091.71, 3117.49 1091.1, 3117.79 1090.07, 3117.75 1089.51, 3117.73 1089.11, 3117.61 1088.7, 3117.43 1088.28, 3117.39 1087.91, 3117.38 1087.4, 3116.97 1086.95, 3116.84 1086.46, 3116.65 1086.1, 3116.57 1086.13, 3116.42 1085.73, 3116.35 1085.49, 3116.18 1085.03, 3116.07 1084.66, 3115.92 1084.64, 3115.56 1084.49, 3115.15 1084.13, 3114.63 1083.71, 3114.16 1083.42, 3113.99 1083.08, 3113.87 1082.71, 3113.64 1081.83, 3113.65 1081.63, 3113.66 1081.63, 3113.66 1081.61, 3113.67 1081.6, 3113.67 1081.59, 3113.69 1081.57, 3113.69 1081.56, 3113.7 1081.55, 3113.7 1081.54, 3113.71 1081.52, 3113.72 1081.5, 3113.65 1081.49, 3113.27 1081.57, 3113.17 1081.6, 3112.9 1082.05, 3112.73 1082.35, 3112.46 1082.84, 3112.31 1083.05, 3112.12 1082.82, 3112.09 1082.45, 3111.99 1082.03, 3111.81 1081.66, 3111.59 1081.27, 3111.42 1080.91, 3111.3 1080.55, 3111.19 1080.17, 3111.14 1079.72, 3111.13 1079.33, 3111.22 1078.79, 3111.27 1078.39, 3111.14 1077.97, 3110.85 1077.47, 3110.64 1077.14, 3110.41 1076.8, 3110.22 1076.47, 3110.05 1076.47, 3110.08 1076.28, 3109.63 1075.71, 3109.19 1075.13, 3109.04 1075.19, 3108.9 1075.04, 3108.94 1074.9, 3108.59 1074.63, 3108.23 1074.41, 3108.02 1074.29, 3107.96 1074.25, 3107.51 1073.98, 3107.06 1073.7, 3107.03 1073.69, 3106.82 1073.57, 3106.64 1073.45, 3106.31 1073.25, 3106.17 1073.17, 3105.72 1072.91, 3105.49 1072.75, 3105.24 1072.55, 3104.84 1072.04, 3104.53 1071.63, 3104.27 1071.31, 3104.04 1071, 3103.63 1070.48, 3103.29 1070.07, 3102.95 1069.62, 3102.65 1069.85, 3102.14 1070.06, 3101.68 1069.95, 3101.32 1069.63, 3100.87 1069.32, 3100.32 1069.01, 3099.93 1068.82, 3099.54 1068.64, 3099.13 1068.54, 3098.71 1068.56, 3098.13 1068.87, 3097.48 1069.3, 3096.61 1069.89, 3096.78 1070.43, 3096.85 1070.8, 3096.49 1071.13, 3096.34 1071.51, 3096.19 1071.47, 3095.76 1071.33))",22.556656,Lowland,25511,Southwest Almouth and Jackenville,"(3100.2335444295295, 1093.6300289331173)",Medium Density Immigrants,,Head to Head
Southwest Almouth and Jackenville,2,Ward 42,"POLYGON ((3084.96 1050.86, 3084.56 1050.73, 3084.08 1050.77, 3084 1050.79, 3084 1054.41, 3084 1057.81, 3084 1060.71, 3084 1062.39, 3084 1062.94, 3084.08 1062.95, 3084.22 1062.99, 3084.81 1063.16, 3085.03 1063.22, 3085.25 1063.27, 3085.65 1063.4, 3086.06 1063.51, 3086.47 1063.65, 3086.96 1063.97, 3087.27 1064.18, 3087.59 1064.38, 3087.79 1064.53, 3087.14 1065.12, 3087 1065.25, 3086.69 1065.57, 3086.11 1066.14, 3085.78 1066.79, 3085.7 1067, 3085.66 1067.11, 3085.62 1067.94, 3085.81 1067.92, 3085.8 1068.2, 3085.79 1068.58, 3085.79 1068.66, 3085.78 1069.04, 3086.31 1069.27, 3086.75 1069.31, 3087.44 1069.37, 3087.85 1069.46, 3088.25 1069.61, 3088.65 1069.71, 3088.61 1069.85, 3088.56 1070, 3088.8 1070.35, 3088.82 1070.79, 3089.1 1070.9, 3089.2 1070.93, 3089.72 1071.27, 3090.23 1071.49, 3090.61 1071.78, 3090.66 1071.67, 3090.93 1071.11, 3091.14 1070.44, 3091.19 1070.2, 3092.64 1070.69, 3094.27 1071.05, 3095 1071.17, 3095.37 1071.23, 3095.76 1071.33, 3096.19 1071.47, 3096.34 1071.51, 3096.49 1071.13, 3096.85 1070.8, 3096.78 1070.43, 3096.61 1069.89, 3097.48 1069.3, 3098.13 1068.87, 3098.71 1068.56, 3099.13 1068.54, 3099.54 1068.64, 3099.93 1068.82, 3100.32 1069.01, 3100.87 1069.32, 3101.32 1069.63, 3101.68 1069.95, 3102.14 1070.06, 3102.65 1069.85, 3102.95 1069.62, 3102.62 1069.18, 3102.6 1069.14, 3102.48 1068.98, 3101.29 1067.4, 3100.89 1066.89, 3100.62 1066.29, 3100.51 1065.65, 3100.56 1065.06, 3100.82 1064.43, 3101.07 1064.06, 3101.32 1063.7, 3100.77 1063.54, 3100.72 1063.53, 3100.48 1063.44, 3100.19 1063.34, 3099.66 1063.15, 3099.22 1062.99, 3099.2 1062.98, 3098.75 1062.8, 3098.74 1062.8, 3098.24 1062.61, 3098.1 1062.56, 3097.51 1062.26, 3097.69 1061.82, 3098.01 1061.16, 3098.17 1060.81, 3097.56 1059.7, 3097.52 1059.66, 3097.52 1059.63, 3097.16 1058.97, 3096.94 1058.75, 3096.94 1058.62, 3096.99 1058.48, 3096.85 1058.41, 3096.61 1057.98, 3096.3 1057.35, 3096.2 1057.15, 3096.06 1057.02, 3096.06 1056.97, 3095.16 1055.33, 3094.91 1054.88, 3094.98 1054.83, 3094.65 1054.27, 3094.57 1054.27, 3094.31 1053.8, 3094.17 1053.54, 3093.93 1053.1, 3093.81 1052.76, 3093.73 1052.73, 3093.27 1053.03, 3093.01 1052.29, 3093.01 1052.21, 3092.4 1051.87, 3092.18 1051.65, 3090.32 1051.6, 3090.05 1051.55, 3089.03 1051.55, 3088.98 1051.52, 3088.47 1051.43, 3088.16 1051.15, 3087.94 1051.07, 3087.67 1051.04, 3087.22 1051.06, 3086.38 1050.99, 3085.97 1051.02, 3085.39 1050.9, 3084.96 1050.86))",3.853276,Lowland,25988,Southwest Almouth and Jackenville,"(3091.56837785424, 1061.594035729577)",High Density Immigrants,,Vote: Left_MR
